,SalesKey,DateKey,channelKey,StoreKey,ProductKey,PromotionKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount
1570262,1946185,2013-12-31 00:00:00.000,2,199,2493,22,12.74,24.99,520,0,0.0,2,9.996,6624.8,12984.804
1570294,2047145,2013-12-31 00:00:00.000,2,199,2514,22,43.07,129.99,120,0,0.0,2,51.996,5168.4,15546.804
2263051,3152319,2013-12-31 00:00:00.000,4,308,1023,22,86.68,188.5,13,1,188.5,1,37.7,1040.16,2412.8
1697837,2872457,2013-12-31 00:00:00.000,1,281,273,23,155.89,339.0,13,0,0.0,2,101.7,2026.57,4305.3
1570495,2706074,2013-12-31 00:00:00.000,2,199,58,22,79.53,156.0,104,0,0.0,10,312.0,8271.12,15912.0
1697805,2792666,2013-12-31 00:00:00.000,1,295,193,23,321.44,699.0,13,0,0.0,2,209.7,4178.72,8877.3
632796,213083,2013-12-31 00:00:00.000,3,200,26,22,91.93,199.9,13,0,0.0,3,119.94,1195.09,2478.76
2222962,3196563,2013-12-31 00:00:00.000,4,310,503,23,271.35,819.0,12,0,0.0,6,737.1,3256.2,9090.9
1697754,2689514,2013-12-31 00:00:00.000,1,276,704,23,72.56,219.0,13,0,0.0,2,65.7,943.28,2781.3
1697745,2673251,2013-12-31 00:00:00.000,1,272,793,23,12.83,27.9,13,0,0.0,2,8.37,166.79,354.33
632952,1476195,2013-12-31 00:00:00.000,3,200,1234,22,393.64,856.0,13,0,0.0,3,513.6,5117.32,10614.4
632976,99627,2013-12-31 00:00:00.000,3,200,235,22,264.72,799.0,13,0,0.0,1,159.8,3441.36,10227.2
1697673,2499704,2013-12-31 00:00:00.000,1,302,1492,23,109.91,239.0,13,0,0.0,2,71.7,1428.83,3035.3
632999,319878,2013-12-31 00:00:00.000,3,200,1056,22,207.74,627.0,13,0,0.0,1,125.4,2700.62,8025.6
2198107,3225284,2013-12-31 00:00:00.000,1,233,1656,28,73.57,159.99,8,0,0.0,4,127.992,588.56,1151.928
2030753,2239874,2013-12-31 00:00:00.000,4,310,210,23,152.44,299.0,26,1,299.0,0,0.0,3963.44,7774.0
1569901,2662389,2013-12-31 00:00:00.000,2,199,487,22,30.08,59.0,52,0,0.0,7,82.6,1564.16,2985.4
2002650,2248316,2013-12-31 00:00:00.000,2,306,134,28,160.93,349.95,8,1,349.95,1,69.99,1126.51,2729.61
632698,970936,2013-12-31 00:00:00.000,3,200,1043,22,76.53,231.0,13,0,0.0,4,184.8,994.89,2818.2
1620272,2876787,2013-12-31 00:00:00.000,1,240,643,28,77.72,169.0,8,0,0.0,4,135.2,621.76,1216.8
2198348,3348251,2013-12-31 00:00:00.000,1,249,157,28,505.85,1099.99,8,0,0.0,2,439.996,4046.8,8359.924
1569602,1824155,2013-12-31 00:00:00.000,2,199,28,22,91.93,199.9,39,0,0.0,2,79.96,3585.27,7716.14
2266758,3242688,2013-12-31 00:00:00.000,1,292,1308,23,14.28,28.0,26,1,28.0,2,8.4,371.28,719.6
1569622,2134723,2013-12-31 00:00:00.000,2,199,1044,22,207.74,627.0,39,0,0.0,3,376.2,8101.86,24076.8
1698150,1949350,2013-12-31 00:00:00.000,1,278,372,23,348.58,758.0,13,0,0.0,4,454.8,4531.54,9399.2
601730,1365298,2013-12-31 00:00:00.000,2,199,741,22,75.87,229.0,6,0,0.0,1,45.8,455.22,1328.2
1569680,2897668,2013-12-31 00:00:00.000,2,199,392,22,195.24,382.95,39,0,0.0,6,459.54,7614.36,14475.51
632713,1056344,2013-12-31 00:00:00.000,3,200,1618,22,27.13,58.99,13,0,0.0,4,47.192,352.69,719.678
1569881,2457633,2013-12-31 00:00:00.000,2,199,890,22,25.49,50.0,52,0,0.0,5,50.0,1325.48,2550.0
1698075,1783925,2013-12-31 00:00:00.000,1,277,1322,23,15.17,32.99,13,0,0.0,4,19.794,197.21,409.076
1569784,1738126,2013-12-31 00:00:00.000,2,199,627,22,254.4,499.0,52,0,0.0,10,998.0,13228.8,24950.0
632756,1358642,2013-12-31 00:00:00.000,3,200,1101,22,188.19,568.0,13,0,0.0,4,454.4,2446.47,6929.6
633894,1240180,2013-12-31 00:00:00.000,4,308,1148,22,215.15,422.0,13,0,0.0,4,337.6,2796.95,5148.4
1569835,2130418,2013-12-31 00:00:00.000,2,199,199,22,261.66,569.0,52,0,0.0,9,1024.2,13606.32,28563.8
1697993,1636083,2013-12-31 00:00:00.000,1,271,1108,23,208.4,629.0,13,0,0.0,4,377.4,2709.2,7799.6
1697986,1618432,2013-12-31 00:00:00.000,1,261,1155,23,324.69,980.0,13,0,0.0,4,588.0,4220.97,12152.0
2263037,3400314,2013-12-31 00:00:00.000,1,276,376,23,195.24,382.95,13,1,382.95,4,229.77,2342.88,4748.58
633091,1097437,2013-12-31 00:00:00.000,3,200,463,22,205.09,619.0,13,0,0.0,1,123.8,2666.17,7923.2
633874,1060370,2013-12-31 00:00:00.000,4,308,733,22,72.66,158.0,13,0,0.0,4,126.4,944.58,1927.6
2266728,3157920,2013-12-31 00:00:00.000,1,75,631,22,87.37,190.0,26,1,190.0,2,76.0,2271.62,4864.0
1689853,2616948,2013-12-31 00:00:00.000,4,310,1412,23,132.9,289.0,13,0,0.0,1,43.35,1727.7,3713.65
633792,306225,2013-12-31 00:00:00.000,4,308,449,22,160.49,349.0,13,0,0.0,4,279.2,2086.37,4257.8
2030919,2181791,2013-12-31 00:00:00.000,1,186,820,22,13.0,25.5,26,1,25.5,0,0.0,338.0,663.0
2160733,3389114,2013-12-31 00:00:00.000,1,302,337,23,151.3,329.0,13,0,0.0,0,0.0,1966.9,4277.0
1619575,1606219,2013-12-31 00:00:00.000,1,235,414,28,348.58,758.0,8,0,0.0,4,606.4,2788.64,5457.6
1619552,1574631,2013-12-31 00:00:00.000,1,245,1019,28,88.79,268.0,8,0,0.0,4,214.4,710.32,1929.6
1619538,3110733,2013-12-31 00:00:00.000,1,208,1136,28,159.2,480.5,8,0,0.0,3,288.3,1273.6,3555.7
2030935,2355730,2013-12-31 00:00:00.000,1,52,395,22,166.2,326.0,26,1,326.0,0,0.0,4321.2,8476.0
2030943,2425030,2013-12-31 00:00:00.000,1,62,768,22,9.13,17.9,26,1,17.9,0,0.0,237.38,465.4
2197600,3178066,2013-12-31 00:00:00.000,4,309,1392,28,14.24,42.99,8,0,0.0,4,34.392,113.92,309.528
2198079,3170403,2013-12-31 00:00:00.000,1,234,1623,28,72.56,219.0,8,0,0.0,4,175.2,580.48,1576.8
1689848,2516143,2013-12-31 00:00:00.000,4,310,1208,23,409.28,890.0,13,0,0.0,1,133.5,5320.64,11436.5
633808,470322,2013-12-31 00:00:00.000,4,308,142,22,152.94,299.99,13,0,0.0,4,239.992,1988.22,3659.878
2197648,3233543,2013-12-31 00:00:00.000,4,309,1087,28,164.63,358.0,8,0,0.0,4,286.4,1317.04,2577.6
1619466,2997034,2013-12-31 00:00:00.000,1,236,159,28,505.85,1099.99,8,0,0.0,3,659.994,4046.8,8139.926
2030957,2651235,2013-12-31 00:00:00.000,1,30,358,22,166.2,326.0,26,1,326.0,0,0.0,4321.2,8476.0
1696938,2449344,2013-12-31 00:00:00.000,1,278,149,23,392.6,1184.97,13,0,0.0,3,533.2365,5103.8,14871.3735
633826,663170,2013-12-31 00:00:00.000,4,308,1566,22,122.32,266.0,13,0,0.0,4,212.8,1590.16,3245.2
2197780,3129043,2013-12-31 00:00:00.000,1,236,24,28,91.93,199.9,8,0,0.0,3,119.94,735.44,1479.26
1696903,2382008,2013-12-31 00:00:00.000,1,272,144,23,152.94,299.99,13,0,0.0,3,134.9955,1988.22,3764.8745
633787,259967,2013-12-31 00:00:00.000,4,308,259,22,167.73,329.0,13,0,0.0,4,263.2,2180.49,4013.8
2197496,3398254,2013-12-31 00:00:00.000,2,306,425,28,188.13,369.0,8,0,0.0,3,221.4,1505.04,2730.6
2197911,3388077,2013-12-31 00:00:00.000,1,217,1108,28,208.4,629.0,8,0,0.0,3,377.4,1667.2,4654.6
1697306,1665156,2013-12-31 00:00:00.000,1,252,1087,23,164.63,358.0,13,0,0.0,2,107.4,2140.19,4546.6
633245,960232,2013-12-31 00:00:00.000,3,200,1160,22,409.28,890.0,13,0,0.0,2,356.0,5320.64,11214.0
1619860,2160016,2013-12-31 00:00:00.000,1,249,263,28,243.27,529.0,8,0,0.0,4,423.2,1946.16,3808.8
633267,1143686,2013-12-31 00:00:00.000,3,200,273,22,155.89,339.0,13,0,0.0,2,135.6,2026.57,4271.4
613142,1285854,2013-12-31 00:00:00.000,1,178,1157,22,523.49,1580.0,6,0,0.0,3,948.0,3140.94,8532.0
1697204,3016414,2013-12-31 00:00:00.000,1,299,1473,23,123.7,269.0,13,0,0.0,3,121.05,1608.1,3375.95
1697192,2992279,2013-12-31 00:00:00.000,1,271,977,23,88.79,268.0,13,0,0.0,3,120.6,1154.27,3363.4
633299,1402609,2013-12-31 00:00:00.000,3,200,1380,22,9.66,21.0,13,0,0.0,2,8.4,125.58,264.6
1697183,2973652,2013-12-31 00:00:00.000,1,253,283,23,197.28,429.0,13,0,0.0,3,193.05,2564.64,5383.95
1697173,2951495,2013-12-31 00:00:00.000,1,269,1133,23,144.52,436.2,13,0,0.0,3,196.29,1878.76,5474.31
2198043,3361713,2013-12-31 00:00:00.000,1,224,293,28,229.47,499.0,8,0,0.0,1,99.8,1835.76,3892.2
1697144,2883128,2013-12-31 00:00:00.000,1,251,1431,23,117.73,256.0,13,0,0.0,3,115.2,1530.49,3212.8
1697132,2854571,2013-12-31 00:00:00.000,1,255,646,23,72.56,219.0,13,0,0.0,3,98.55,943.28,2748.45
1697098,2790802,2013-12-31 00:00:00.000,1,276,1353,23,12.41,26.99,13,0,0.0,3,12.1455,161.33,338.7245
2030862,2934801,2013-12-31 00:00:00.000,4,308,779,22,20.34,39.9,26,1,39.9,0,0.0,528.84,1037.4
1619731,1919237,2013-12-31 00:00:00.000,1,245,324,28,229.93,500.0,8,0,0.0,4,400.0,1839.44,3600.0
601636,783700,2013-12-31 00:00:00.000,2,199,1291,22,121.45,366.55,6,0,0.0,3,219.93,728.7,1979.37
2214359,3203745,2013-12-31 00:00:00.000,1,64,962,22,86.45,188.0,13,0,0.0,4,150.4,1123.85,2293.6
1698267,2206003,2013-12-31 00:00:00.000,1,267,1611,23,73.57,159.99,13,0,0.0,4,95.994,956.41,1983.876
1689928,1712111,2013-12-31 00:00:00.000,4,310,52,23,91.95,199.95,13,0,0.0,4,119.97,1195.35,2479.38
1649086,2722991,2013-12-31 00:00:00.000,4,308,318,22,330.99,999.0,6,0,0.0,3,599.4,1985.94,5394.6
1649266,2578876,2013-12-31 00:00:00.000,2,199,663,22,82.17,248.0,6,0,0.0,1,49.6,493.02,1438.4
481870,975401,2013-12-31 00:00:00.000,2,307,1275,23,26.58,52.13,26,0,0.0,4,31.278,691.08,1324.102
481776,224315,2013-12-31 00:00:00.000,2,307,597,23,70.87,139.0,26,0,0.0,4,83.4,1842.62,3530.6
481770,148706,2013-12-31 00:00:00.000,2,307,544,23,254.4,499.0,26,0,0.0,4,299.4,6614.4,12674.6
481750,19378,2013-12-31 00:00:00.000,2,307,1513,23,123.7,269.0,26,0,0.0,4,161.4,3216.2,6832.6
481698,1086254,2013-12-31 00:00:00.000,2,307,152,23,392.6,1184.97,26,0,0.0,5,888.7275,10207.6,29920.4925
1405196,2501269,2013-12-31 00:00:00.000,4,310,1187,23,390.88,850.0,13,0,0.0,0,0.0,5081.44,11050.0
1649098,2814965,2013-12-31 00:00:00.000,4,308,588,22,827.97,2499.0,6,0,0.0,4,1999.2,4967.82,12994.8
2266926,3302327,2013-12-31 00:00:00.000,1,292,2490,23,7.64,14.99,520,1,14.99,2,4.497,3972.8,7790.303
480484,1449887,2013-12-31 00:00:00.000,2,306,1393,28,15.57,46.99,24,0,0.0,11,103.378,373.68,1024.382
481558,1032656,2013-12-31 00:00:00.000,2,307,941,23,21.41,41.99,26,0,0.0,1,6.2985,556.66,1085.4415
481484,215877,2013-12-31 00:00:00.000,2,307,345,23,321.44,699.0,26,0,0.0,1,104.85,8357.44,18069.15
481483,212717,2013-12-31 00:00:00.000,2,307,1246,23,80.55,158.0,26,0,0.0,1,23.7,2094.3,4084.3
1405230,2804358,2013-12-31 00:00:00.000,4,310,734,23,68.52,149.0,13,0,0.0,0,0.0,890.76,1937.0
1689951,1848078,2013-12-31 00:00:00.000,4,310,1405,23,16.55,35.99,13,0,0.0,4,21.594,215.15,446.276
2030121,2310020,2013-12-31 00:00:00.000,1,247,1589,28,5.09,9.99,16,1,9.99,0,0.0,81.44,159.84
481346,169126,2013-12-31 00:00:00.000,2,307,1167,23,81.57,160.0,26,0,0.0,2,48.0,2120.82,4112.0
1405258,3056905,2013-12-31 00:00:00.000,4,310,1091,23,164.63,358.0,13,0,0.0,0,0.0,2140.19,4654.0
2029603,1682126,2013-12-31 00:00:00.000,4,308,613,22,321.44,699.0,26,2,1398.0,0,0.0,7714.56,18174.0
1699435,3077528,2013-12-31 00:00:00.000,1,257,642,23,73.12,159.0,13,0,0.0,1,23.85,950.56,2043.15
1696700,1931530,2013-12-31 00:00:00.000,1,294,1397,23,12.41,26.99,13,0,0.0,3,12.1455,161.33,338.7245
484207,238506,2013-12-31 00:00:00.000,4,310,743,23,6.6,12.95,26,0,0.0,1,1.9425,171.6,334.7575
2002673,2427868,2013-12-31 00:00:00.000,1,214,491,28,205.09,619.0,8,1,619.0,1,123.8,1435.63,4828.2
1696663,1868813,2013-12-31 00:00:00.000,1,264,1444,23,105.77,230.0,13,0,0.0,3,103.5,1375.01,2886.5
647935,329811,2013-12-31 00:00:00.000,1,281,865,23,23.45,50.99,13,0,0.0,4,30.594,304.85,632.276
1616387,2434401,2013-12-31 00:00:00.000,4,309,407,28,275.46,599.0,8,0,0.0,1,119.8,2203.68,4672.2
2214522,3347692,2013-12-31 00:00:00.000,1,101,224,22,275.46,599.0,13,0,0.0,4,479.2,3580.98,7307.8
484570,813202,2013-12-31 00:00:00.000,4,310,295,23,142.24,279.0,26,0,0.0,4,167.4,3698.24,7086.6
1567560,2605896,2013-12-31 00:00:00.000,2,307,2497,23,5.09,9.99,2600,0,0.0,9,13.4865,13234.0,25960.5135
484535,397431,2013-12-31 00:00:00.000,4,310,789,23,15.24,29.9,26,0,0.0,4,17.94,396.24,759.46
484529,262152,2013-12-31 00:00:00.000,4,310,1260,23,18.86,36.99,26,0,0.0,4,22.194,490.36,939.546
647907,252355,2013-12-31 00:00:00.000,1,301,29,23,84.49,255.0,13,0,0.0,4,153.0,1098.37,3162.0
1696683,1898549,2013-12-31 00:00:00.000,1,293,559,23,115.43,251.0,13,0,0.0,3,112.95,1500.59,3150.05
1405117,1648462,2013-12-31 00:00:00.000,4,310,714,23,72.66,158.0,13,0,0.0,0,0.0,944.58,2054.0
1696691,1912968,2013-12-31 00:00:00.000,1,294,426,23,254.86,499.9,13,0,0.0,3,224.955,3313.18,6273.745
484391,12598,2013-12-31 00:00:00.000,4,310,610,23,55.57,109.0,26,0,0.0,3,49.05,1444.82,2784.95
1649698,2070988,2013-12-31 00:00:00.000,3,200,1360,22,15.57,46.99,6,0,0.0,1,9.398,93.42,272.542
484264,1159400,2013-12-31 00:00:00.000,4,310,12,23,35.72,77.68,26,0,0.0,1,11.652,928.72,2008.028
1649654,1694252,2013-12-31 00:00:00.000,3,200,490,22,287.92,869.0,6,0,0.0,2,347.6,1727.52,4866.4
481178,67687,2013-12-31 00:00:00.000,2,307,1450,23,141.64,308.0,26,0,0.0,3,138.6,3682.64,7869.4
647872,179360,2013-12-31 00:00:00.000,1,301,628,23,152.08,459.0,13,0,0.0,4,275.4,1977.04,5691.6
1365058,3063382,2013-12-31 00:00:00.000,1,95,452,22,112.14,219.95,26,0,0.0,0,0.0,2915.64,5718.7
2030486,2612831,2013-12-31 00:00:00.000,2,306,1265,28,35.68,69.99,16,1,69.99,0,0.0,570.88,1119.84
647848,128256,2013-12-31 00:00:00.000,1,268,1357,23,17.93,38.99,13,0,0.0,4,23.394,233.09,483.476
1698743,1658781,2013-12-31 00:00:00.000,1,262,579,23,116.75,229.0,13,0,0.0,1,34.35,1517.75,2942.65
1622845,1591126,2013-12-31 00:00:00.000,1,227,324,22,229.93,500.0,8,0,0.0,4,400.0,1839.44,3600.0
614119,945500,2013-12-31 00:00:00.000,1,297,915,28,59.31,179.0,6,0,0.0,3,107.4,355.86,966.6
1698699,3121762,2013-12-31 00:00:00.000,1,299,1044,23,207.74,627.0,13,0,0.0,4,376.2,2700.62,7774.8
1698637,3003410,2013-12-31 00:00:00.000,1,295,1592,23,8.27,17.99,13,0,0.0,4,10.794,107.51,223.076
1698538,2747277,2013-12-31 00:00:00.000,1,260,122,23,128.76,279.99,13,0,0.0,4,167.994,1673.88,3471.876
1698529,2728347,2013-12-31 00:00:00.000,1,302,639,23,152.08,459.0,13,0,0.0,4,275.4,1977.04,5691.6
613612,328185,2013-12-31 00:00:00.000,1,273,576,23,827.97,2499.0,6,0,0.0,3,1124.55,4967.82,13869.45
2030148,2889983,2013-12-31 00:00:00.000,1,201,894,28,30.58,59.99,16,1,59.99,0,0.0,489.28,959.84
1698514,2695701,2013-12-31 00:00:00.000,1,278,356,23,210.11,456.9,13,0,0.0,4,274.14,2731.43,5665.56
1698476,2605534,2013-12-31 00:00:00.000,1,259,231,23,261.66,569.0,13,0,0.0,4,341.4,3401.58,7055.6
2008905,1771072,2013-12-31 00:00:00.000,1,284,373,22,166.2,326.0,26,1,326.0,2,130.4,4321.2,8345.6
1993873,2899366,2013-12-31 00:00:00.000,2,306,1264,28,35.68,69.99,48,1,69.99,9,125.982,1712.64,3233.538
1698356,2393117,2013-12-31 00:00:00.000,1,278,1478,23,137.96,300.0,13,0,0.0,4,180.0,1793.48,3720.0
2009028,2749626,2013-12-31 00:00:00.000,1,84,771,22,8.11,15.9,26,1,15.9,2,6.36,210.86,407.04
632597,142898,2013-12-31 00:00:00.000,3,200,1138,22,180.22,391.9,13,0,0.0,4,313.52,2342.86,4781.18
632604,219527,2013-12-31 00:00:00.000,3,200,336,22,321.44,699.0,13,0,0.0,4,559.2,4178.72,8527.8
1758147,2963882,2013-12-31 00:00:00.000,2,307,1207,23,503.61,1520.0,12,0,0.0,5,1140.0,6043.32,17100.0
1698814,1822397,2013-12-31 00:00:00.000,1,253,1642,23,26.62,57.88,13,0,0.0,1,8.682,346.06,743.758
2263903,3218282,2013-12-31 00:00:00.000,2,307,140,23,229.93,499.99,26,1,499.99,5,374.9925,5748.25,12624.7475
1698837,1857656,2013-12-31 00:00:00.000,1,256,1129,23,144.52,436.2,13,0,0.0,1,65.43,1878.76,5605.17
1699250,2705860,2013-12-31 00:00:00.000,1,279,1094,23,152.68,332.0,13,0,0.0,1,49.8,1984.84,4266.2
2030182,1868262,2013-12-31 00:00:00.000,4,309,1595,28,7.58,22.89,16,1,22.89,0,0.0,113.7,366.24
2030192,2046893,2013-12-31 00:00:00.000,4,309,121,28,61.17,119.99,16,1,119.99,0,0.0,978.72,1919.84
2003893,1778110,2013-12-31 00:00:00.000,1,103,1205,22,523.49,1580.0,6,1,1580.0,1,316.0,3140.94,9164.0
1699168,2538215,2013-12-31 00:00:00.000,1,299,1418,23,134.74,293.0,13,0,0.0,1,43.95,1751.62,3765.05
2003949,3070801,2013-12-31 00:00:00.000,1,83,504,22,287.92,869.0,6,1,869.0,1,173.8,1727.52,5040.2
1699029,2226367,2013-12-31 00:00:00.000,1,259,1175,23,209.03,410.0,13,0,0.0,1,61.5,2717.39,5268.5
2214464,3297517,2013-12-31 00:00:00.000,1,57,154,22,216.12,469.97,13,0,0.0,4,375.976,2809.56,5733.634
1698975,2126650,2013-12-31 00:00:00.000,1,259,1530,23,122.32,266.0,13,0,0.0,1,39.9,1590.16,3418.1
1698966,2115224,2013-12-31 00:00:00.000,1,274,1641,23,5.82,12.66,13,0,0.0,1,1.899,75.66,162.681
2263172,3195840,2013-12-31 00:00:00.000,2,199,1526,22,109.45,238.0,13,1,238.0,1,47.6,1313.4,3046.4
633935,67399,2013-12-31 00:00:00.000,4,308,1209,22,404.68,880.0,13,0,0.0,1,176.0,5260.84,11264.0
1619236,2594963,2013-12-31 00:00:00.000,1,305,954,28,85.95,186.9,8,0,0.0,3,112.14,687.6,1383.06
1698885,1946987,2013-12-31 00:00:00.000,1,262,785,23,4.37,9.5,13,0,0.0,1,1.425,56.81,122.075
1698870,1930699,2013-12-31 00:00:00.000,1,281,83,23,45.98,99.99,13,0,0.0,1,14.9985,597.74,1284.8715
1698866,1924347,2013-12-31 00:00:00.000,1,254,1502,23,109.91,239.0,13,0,0.0,1,35.85,1428.83,3071.15
613040,862950,2013-12-31 00:00:00.000,1,45,390,22,430.38,1299.0,6,0,0.0,3,779.4,2582.28,7014.6
492431,200726,2013-12-31 00:00:00.000,1,44,1341,22,8.16,16.0,26,0,0.0,1,3.2,212.16,412.8
1655314,2632183,2013-12-31 00:00:00.000,1,267,552,23,827.97,2499.0,6,0,0.0,4,1499.4,4967.82,13494.6
492445,228556,2013-12-31 00:00:00.000,1,177,1465,22,91.51,199.0,26,0,0.0,1,39.8,2379.26,5134.2
358976,776422,2013-12-31 00:00:00.000,1,278,1210,23,395.48,860.0,13,0,0.0,0,0.0,5141.24,11180.0
617203,65794,2013-12-31 00:00:00.000,1,261,374,23,430.38,1299.0,6,0,0.0,2,389.7,2582.28,7404.3
605778,80506,2013-12-31 00:00:00.000,1,61,1521,22,142.56,310.0,6,0,0.0,4,248.0,855.36,1612.0
641561,442223,2013-12-31 00:00:00.000,4,310,822,23,12.83,27.9,13,0,0.0,3,12.555,166.79,350.145
1686309,2049833,2013-12-31 00:00:00.000,2,199,387,22,321.44,699.0,13,0,0.0,3,419.4,4178.72,8667.6
358853,547592,2013-12-31 00:00:00.000,1,277,522,23,128.3,279.0,13,0,0.0,0,0.0,1667.9,3627.0
1411379,2504215,2013-12-31 00:00:00.000,1,290,1060,22,207.74,627.0,13,0,0.0,0,0.0,2700.62,8151.0
667371,1552202,2013-12-31 00:00:00.000,1,48,1041,22,76.53,231.0,13,0,0.0,1,46.2,994.89,2956.8
2034974,1706134,2013-12-31 00:00:00.000,2,307,1595,23,7.58,22.89,6,1,22.89,0,0.0,45.48,137.34
1694444,2007608,2013-12-31 00:00:00.000,2,307,32,23,84.49,255.0,13,0,0.0,2,76.5,1098.37,3238.5
1686296,1932415,2013-12-31 00:00:00.000,2,199,1399,22,15.17,32.99,13,0,0.0,3,19.794,197.21,409.076
1690178,2361035,2013-12-31 00:00:00.000,4,310,1173,23,220.25,432.0,13,0,0.0,2,129.6,2863.25,5486.4
359003,839485,2013-12-31 00:00:00.000,1,277,1481,23,105.31,229.0,13,0,0.0,0,0.0,1369.03,2977.0
1618657,3017814,2013-12-31 00:00:00.000,1,244,983,28,90.55,196.9,8,0,0.0,1,39.38,724.4,1535.82
960434,1300606,2013-12-31 00:00:00.000,1,150,1280,22,7.64,14.99,26,1,14.99,2,5.996,198.64,383.744
359080,985028,2013-12-31 00:00:00.000,1,296,360,23,193.74,380.0,13,0,0.0,0,0.0,2518.62,4940.0
645658,1199876,2013-12-31 00:00:00.000,2,307,225,23,321.44,699.0,13,0,0.0,1,104.85,4178.72,8982.15
960365,435532,2013-12-31 00:00:00.000,1,119,1407,22,8.16,16.0,26,1,16.0,2,6.4,212.16,409.6
667457,33082,2013-12-31 00:00:00.000,1,46,397,22,321.44,699.0,13,0,0.0,1,139.8,4178.72,8947.2
2158405,3292649,2013-12-31 00:00:00.000,1,160,490,22,287.92,869.0,6,0,0.0,0,0.0,1727.52,5214.0
358618,62996,2013-12-31 00:00:00.000,1,270,203,23,264.72,799.0,13,0,0.0,0,0.0,3441.36,10387.0
1403207,1983170,2013-12-31 00:00:00.000,4,308,1516,22,132.44,288.0,13,0,0.0,0,0.0,1721.72,3744.0
1394454,2871725,2013-12-31 00:00:00.000,1,88,1426,22,195.15,589.0,6,0,0.0,0,0.0,1170.9,3534.0
667146,1313463,2013-12-31 00:00:00.000,1,181,821,22,13.75,29.9,13,0,0.0,1,5.98,178.75,382.72
357975,437147,2013-12-31 00:00:00.000,2,307,340,23,376.63,819.0,13,0,0.0,0,0.0,4896.19,10647.0
667152,1325831,2013-12-31 00:00:00.000,1,180,1446,22,132.9,289.0,13,0,0.0,1,57.8,1727.7,3699.2
358019,727189,2013-12-31 00:00:00.000,2,307,181,23,59.32,129.0,13,0,0.0,0,0.0,771.16,1677.0
2158251,3260811,2013-12-31 00:00:00.000,1,256,1230,23,506.92,1530.0,6,0,0.0,0,0.0,3041.52,9180.0
358043,912549,2013-12-31 00:00:00.000,2,307,1381,23,10.57,22.99,13,0,0.0,0,0.0,137.41,298.87
494858,300821,2013-12-31 00:00:00.000,1,282,1106,22,148.08,322.0,26,0,0.0,4,257.6,3850.08,8114.4
667175,1348842,2013-12-31 00:00:00.000,1,70,567,22,116.75,229.0,13,0,0.0,1,45.8,1517.75,2931.2
961884,674100,2013-12-31 00:00:00.000,2,199,1560,22,151.76,330.0,6,1,330.0,2,132.0,910.56,1848.0
494656,1422324,2013-12-31 00:00:00.000,1,140,943,22,21.41,41.99,26,0,0.0,3,25.194,556.66,1066.546
961880,629943,2013-12-31 00:00:00.000,2,307,1615,23,96.08,289.99,6,1,289.99,2,86.997,576.48,1652.943
494818,216621,2013-12-31 00:00:00.000,1,58,972,22,59.32,129.0,26,0,0.0,4,103.2,1542.32,3250.8
2158369,3175573,2013-12-31 00:00:00.000,1,138,1585,22,7.58,22.89,6,0,0.0,0,0.0,45.48,137.34
2158383,3226432,2013-12-31 00:00:00.000,1,291,518,22,287.92,869.0,6,0,0.0,0,0.0,1727.52,5214.0
961020,960415,2013-12-31 00:00:00.000,4,309,723,28,52.0,102.0,16,1,102.0,2,40.8,832.0,1591.2
617233,284522,2013-12-31 00:00:00.000,1,270,916,23,59.31,179.0,6,0,0.0,2,53.7,355.86,1020.3
2158389,3240917,2013-12-31 00:00:00.000,1,60,1393,22,15.57,46.99,6,0,0.0,0,0.0,93.42,281.94
960720,1475950,2013-12-31 00:00:00.000,1,257,7,23,11.0,21.57,26,1,21.57,2,6.471,286.0,554.349
1411470,2603845,2013-12-31 00:00:00.000,1,144,1013,22,76.53,231.0,13,0,0.0,0,0.0,994.89,3003.0
960321,1411336,2013-12-31 00:00:00.000,4,308,399,22,275.46,599.0,26,1,599.0,2,239.6,6886.5,15334.4
960319,1394781,2013-12-31 00:00:00.000,3,200,694,22,52.0,102.0,26,1,102.0,2,40.8,1352.0,2611.2
667690,100361,2013-12-31 00:00:00.000,1,289,106,22,61.16,132.99,13,0,0.0,3,79.794,795.08,1649.076
494474,1070708,2013-12-31 00:00:00.000,1,16,1613,22,56.08,109.99,26,0,0.0,3,65.994,1458.08,2793.746
648981,1034054,2013-12-31 00:00:00.000,1,269,350,23,203.42,399.0,13,0,0.0,3,179.55,2644.46,5007.45
1690146,2021241,2013-12-31 00:00:00.000,4,310,230,23,275.46,599.0,13,0,0.0,2,179.7,3580.98,7607.3
494449,1026804,2013-12-31 00:00:00.000,1,111,678,22,46.39,91.0,26,0,0.0,3,54.6,1206.14,2311.4
494399,940262,2013-12-31 00:00:00.000,1,61,1257,22,20.39,39.99,26,0,0.0,3,23.994,530.14,1015.746
1364808,2598675,2013-12-31 00:00:00.000,1,91,212,22,137.6,269.9,26,0,0.0,0,0.0,3577.6,7017.4
494391,932229,2013-12-31 00:00:00.000,1,105,452,22,112.14,219.95,26,0,0.0,3,131.97,2915.64,5586.73
494376,909391,2013-12-31 00:00:00.000,1,42,430,22,137.63,269.95,26,0,0.0,3,161.97,3578.38,6856.73
